Date,Bitcoin Open,Bitcoin High,Bitcoin Low,Ethereum Open,Ethereum High,Ethereum Low,Tether Open,Tether High,Tether Low,Solana Open,Solana High,Solana Low,Cardano Open,Cardano High, Cardano Low,Binance Open,Binance High,Binance Low
"Mar 14, 2024",73079.38,73750.07,68563.02,4005.75,4011.10,3721.79,1.0005,1.0009,0.9983,163.84,177.89,160.23,0.764562,0.806985,0.719326,630.56,630.96,569.21
"Mar 13, 2024",71482.12,73637.48,71334.09,3980.27,4083.01,3936.63,1.0002,1.0015,0.999,151.02,166.45,148.95,0.748055,0.772147,0.738719,537.87,631.17,532.05
"Mar 12, 2024",72125.13,72825.66,68728.85,4066.69,4092.28,3831.89,1.0003,1.0011,0.9986,148.75,154.94,142.87,0.774189,0.775003,0.716698,522.72,547.02,521.91
"Mar 11, 2024",69020.55,72850.71,67194.88,3881.24,4087.05,3745.13,1.001,1.0017,0.9991,144.51,150.02,137.63,0.717152,0.786883,0.695982,529.45,532.79,509.98
"Mar 10, 2024",68500.26,70005.20,68239.98,3915.59,3968.72,3800.56,1.0022,1.0027,1.0004,144.61,148.67,140.84,0.743714,0.744226,0.705301,489.54,537.42,486.84
"Mar 9, 2024",68299.26,68673.05,68053.13,3892.12,3950.40,3880.66,1.0022,1.0029,1.0013,145.24,149.35,144.29,0.724855,0.746143,0.7234,488.09,494.08,482.64
"Mar 8, 2024",66938.09,70083.05,66230.45,3874.83,3998.83,3828.36,1.0015,1.0036,0.9997,143.98,152.42,142.54,0.744739,0.75446,0.704171,475.28,489.58,464.83
"Mar 7, 2024",66099.74,68029.92,65655.53,3818.31,3939.59,3738.69,1.0005,1.0023,0.9994,130.74,149.22,130.7,0.733846,0.75462,0.721365,429.01,477.21,423.79
"Mar 6, 2024",63776.05,67637.93,62848.67,3554.07,3901.43,3502.80,1.0011,1.0025,0.9996,125.7,134.81,120.32,0.693489,0.754289,0.667933,394.66,433.43,386.23
"Mar 5, 2024",68341.05,69170.63,59323.91,3631.93,3828.16,3224.12,1.0013,1.0021,0.9987,133.16,142.65,109.54,0.771298,0.780695,0.595808,419.02,427.08,363.22
"Mar 4, 2024",63137.00,68537.03,62386.52,3489.34,3641.46,3446.02,1.0005,1.0021,0.9997,130.42,134.87,127.8,0.728179,0.796568,0.72592,414.41,423.8,411.48
"Mar 3, 2024",62031.58,63230.21,61435.02,3422.88,3491.17,3372.21,1.0006,1.0011,0.9999,129.79,132.06,125.77,0.741072,0.741664,0.701956,410.98,416.63,405.09
"Mar 2, 2024",62431.65,62458.70,61657.29,3436.16,3459.75,3398.90,1.0008,1.0014,0.9999,129.98,131.45,127.68,0.719034,0.761303,0.718878,407.8,414.85,406.54
"Mar 1, 2024",61168.06,63155.10,60802.53,3341.97,3452.63,3341.85,1.0004,1.0014,0.9996,125.64,137.6,125.64,0.655441,0.719081,0.654593,399.67,408.55,399.48
"Feb 29, 2024",62499.18,63585.64,60498.73,3386.80,3518.97,3303.91,1.0011,1.0012,0.999,118.24,134.47,117.67,0.63086,0.70528,0.62572,415.58,419.78,392.38
"Feb 28, 2024",57071.10,63913.13,56738.43,3243.89,3485.45,3201.58,1.0005,1.0016,0.999,108.4,118.05,107.46,0.624196,0.658023,0.603052,394.95,427.05,394.66
"Feb 27, 2024",54519.36,57537.84,54484.20,3178.41,3287.96,3167.83,1.0007,1.0012,0.9994,109.92,112.2,105.9,0.619746,0.628994,0.611208,401.64,403.74,390.92
"Feb 26, 2024",51730.54,54938.18,50931.03,3112.53,3197.38,3037.95,1,1.0010,0.9995,103.45,110.58,100.46,0.591361,0.621698,0.575256,388.54,404.44,382.26
"Feb 25, 2024",51565.21,51950.03,51306.17,2992.37,3117.43,2984.39,0.9999,1.0005,0.9995,104.13,104.33,102.17,0.596705,0.599775,0.581406,381.74,390.45,378.13
"Feb 24, 2024",50736.37,51684.20,50585.45,2921.96,3003.20,2907.70,0.9999,1.0003,0.9994,99.95,104.65,98.59,0.583161,0.598924,0.571189,375.32,383.07,372
"Feb 23, 2024",51283.91,51497.93,50561.78,2970.14,2991.33,2906.58,0.9996,1.0001,0.9993,101.67,103.02,98.96,0.585821,0.594021,0.570498,381.98,385.46,369.4
"Feb 22, 2024",51854.64,52009.61,50926.29,2969.60,3030.67,2907.11,1.0001,1.0002,0.9991,105.12,107,101.64,0.59848,0.606892,0.582224,378.71,386.59,374.3
"Feb 21, 2024",52273.54,52368.82,50671.76,3015.65,3017.19,2875.42,1.0002,1.0003,0.9993,108.45,108.45,100.41,0.62209,0.622667,0.577376,354.86,379.07,351.4
"Feb 20, 2024",51777.73,52945.05,50792.31,2944.11,3031.52,2879.90,1,1.0003,0.9992,111.48,112.04,104.89,0.63106,0.639021,0.600431,351.81,360.37,346.07
"Feb 19, 2024",52134.81,52483.32,51711.82,2881.30,2983.37,2860.26,1.0002,1.0004,0.9994,112.18,114.72,111.08,0.618769,0.636478,0.617451,349.68,355.7,349.62
"Feb 18, 2024",51661.97,52356.96,51233.71,2786.71,2892.84,2767.91,1.0003,1.0005,0.9997,108.99,114,107.61,0.608639,0.637485,0.608639,352.91,358.01,349.68
"Feb 17, 2024",52161.68,52191.91,50669.67,2803.74,2805.13,2724.39,1.0007,1.0009,0.9997,110.44,111.07,106.13,0.598894,0.609918,0.571002,360.87,363.28,349.04
"Feb 16, 2024",51937.73,52537.97,51641.37,2825.48,2858.45,2760.33,1.001,1.0012,0.9998,113.67,114.25,108.35,0.608527,0.612269,0.585995,354.69,365.56,351.7
"Feb 15, 2024",51836.79,52820.07,51371.63,2777.60,2865.85,2764.01,1.0009,1.0012,0.9994,116.99,118.31,111.78,0.577321,0.610741,0.573474,334.21,365.13,333.85
"Feb 14, 2024",49733.45,52021.37,49296.83,2641.69,2786.89,2621.03,1.0006,1.0013,1,112.57,118.33,110.88,0.544989,0.580883,0.540968,324.87,334.37,323.88
"Feb 13, 2024",49941.36,50358.39,48406.50,2659.59,2686.46,2599.17,1.0003,1.0011,0.9998,111.98,114.81,108.49,0.559999,0.563696,0.535545,327.93,329.21,319.48
"Feb 12, 2024",48296.39,50280.48,47745.76,2507.58,2663.84,2473.81,1.0003,1.0011,0.9998,107.49,112.07,103.61,0.541433,0.564612,0.531948,320.8,331.44,315.93
"Feb 11, 2024",47768.97,48535.94,47617.41,2501.13,2537.68,2495.21,1.0003,1.0009,0.9999,109.12,110.56,107.36,0.551422,0.564102,0.536913,323.1,324.77,320.31
"Feb 10, 2024",47153.53,48146.17,46905.32,2487.65,2516.72,2475.86,1.0005,1.0009,1.0001,106.93,110.74,106.93,0.540741,0.556023,0.530169,323.87,325.43,319.58
"Feb 9, 2024",45297.38,48152.50,45260.82,2419.77,2522.72,2419.36,1.0001,1.0009,0.9993,102.79,108.99,102.79,0.529449,0.547281,0.528349,318.92,325.64,318.2
"Feb 8, 2024",44332.13,45575.84,44332.13,2424.08,2459.56,2414.75,0.9997,1.0004,0.9991,101,104.8,100.55,0.501795,0.534829,0.501795,307.57,320.41,307.51
"Feb 7, 2024",43090.02,44341.95,42775.96,2372.26,2442.64,2353.71,0.9999,1.0002,0.9991,96.86,101.24,94.72,0.498442,0.501844,0.475045,302.71,308.48,300.85
"Feb 6, 2024",42657.39,43344.15,42529.02,2298.96,2389.83,2296.79,0.9988,1.0000,0.9986,95.55,97.79,93.28,0.493382,0.503421,0.490085,300.86,303.57,300.64
"Feb 5, 2024",42577.62,43494.25,42264.82,2289.21,2334.68,2270.07,0.9997,1.0000,0.9986,95.47,98.54,94.29,0.49424,0.504766,0.488481,304.72,306.52,299.55
"Feb 4, 2024",42994.94,43097.64,42374.83,2296.12,2309.01,2272.30,0.9998,1.0002,0.9994,97.89,98.46,95.27,0.512882,0.512882,0.494256,299.72,307.41,298.21
"Feb 3, 2024",43184.96,43359.94,42890.81,2307.98,2327.35,2293.54,0.9997,1.0000,0.9994,100.45,101.06,96.81,0.513989,0.524477,0.512708,301.18,303.51,299.63
"Feb 2, 2024",43077.64,43422.49,42584.34,2303.71,2323.05,2282.23,0.9998,1.0003,0.9992,97.83,102.41,97.57,0.50703,0.523469,0.504733,300.16,304.29,299.94
"Feb 1, 2024",42569.76,43243.17,41879.19,2282.18,2309.84,2243.57,1.0001,1.0004,0.9989,97.02,97.94,93.38,0.498247,0.50734,0.487143,300.35,301.88,296.56
"Jan 31, 2024",42946.25,43717.41,42298.95,2343.56,2349.61,2264.44,1.0001,1.0004,0.9991,101.45,102.55,96.1,0.514095,0.519219,0.495401,307.47,307.86,298.96
"Jan 30, 2024",43300.23,43838.95,42711.37,2317.44,2388.87,2298.28,1.0001,1.0003,0.9996,101.57,106.21,101.11,0.525298,0.535742,0.514158,310.71,312.96,306.92
"Jan 29, 2024",42030.91,43305.87,41818.33,2257.00,2320.03,2237.71,1,1.0006,0.9996,95.94,101.77,95.18,0.489768,0.527302,0.485568,305.02,310.71,304.6
"Jan 28, 2024",42126.13,42797.18,41696.91,2268.19,2306.90,2242.68,1.0001,1.0002,0.9995,94.18,99.38,93.54,0.486326,0.499554,0.485152,305.77,308.77,303.29
"Jan 27, 2024",41815.63,42195.63,41431.28,2267.32,2282.54,2252.39,0.9999,1.0004,0.9997,92.39,94.44,90.84,0.485263,0.489547,0.476921,302.32,307.41,302.06
"Jan 26, 2024",39936.82,42209.39,39825.69,2217.44,2280.38,2196.14,0.9996,1.0003,0.9992,86.89,93.53,86.15,0.466472,0.489616,0.463956,291.94,303.79,290.88
"Jan 25, 2024",40075.55,40254.48,39545.66,2233.97,2240.38,2173.69,0.9997,1.0005,0.9992,88.74,89.38,85.27,0.476302,0.483024,0.459863,293.09,296.05,287.73
"Jan 24, 2024",39877.59,40483.79,39508.80,2241.75,2261.38,2197.66,0.9993,1.0004,0.9989,84.29,89.27,83.42,0.476763,0.478956,0.464782,298.41,300.34,290.85
"Jan 23, 2024",39518.71,40127.35,38521.89,2310.95,2348.03,2167.28,0.9988,1.0003,0.9985,83.62,85.84,79.07,0.47849,0.485338,0.449699,305.44,311.17,291.06
"Jan 22, 2024",41553.65,41651.21,39450.12,2454.99,2463.45,2303.50,0.9995,1.0005,0.9986,90.9,91.64,82.66,0.503155,0.505089,0.47805,318.38,319.74,304.58
"Jan 21, 2024",41671.49,41855.37,41497.01,2469.80,2479.76,2452.38,0.9994,1.0004,0.9992,92.59,93.71,90.85,0.515006,0.519567,0.503105,316.96,321.28,316.22
"Jan 20, 2024",41624.59,41877.89,41446.82,2489.85,2489.85,2456.10,0.9992,1.0009,0.999,93.39,94.03,90.49,0.503148,0.516822,0.499633,314.3,316.96,312.3
"Jan 19, 2024",41278.46,42134.16,40297.46,2468.69,2501.31,2414.71,0.9994,1.0000,0.9985,94.25,95.16,87.48,0.501882,0.503305,0.474274,313.29,315.64,306.38
"Jan 18, 2024",42742.31,42876.35,40631.17,2528.59,2546.26,2426.14,0.9992,0.9998,0.998,102.03,102.92,92.14,0.527071,0.527249,0.497459,309.09,315.14,305.72
"Jan 17, 2024",43132.10,43189.89,42189.31,2587.04,2592.74,2508.43,0.9998,1.0004,0.9989,97.62,102.43,97.06,0.53565,0.538775,0.5238,315.16,315.93,307.36
"Jan 16, 2024",42499.34,43566.27,42086.00,2510.63,2613.57,2500.00,0.9994,1.0004,0.9987,94.44,98.6,94.4,0.52805,0.546019,0.527511,317.55,318.75,313.54
"Jan 15, 2024",41715.07,43319.72,41705.42,2471.67,2550.77,2470.82,0.9995,1.0003,0.9991,94.04,96.82,93.24,0.525908,0.540546,0.524869,299.03,319.59,299.03
"Jan 14, 2024",42842.26,43065.60,41724.61,2578.00,2578.33,2470.42,0.9999,1.0004,0.9993,95.73,102.17,93.89,0.549369,0.549566,0.525981,302.23,306.5,299.01
"Jan 13, 2024",42799.45,43234.66,42464.14,2522.93,2589.08,2498.59,1.0001,1.0003,0.9996,91.76,96.92,89.75,0.547301,0.553008,0.537095,296.63,302.92,291.52
"Jan 12, 2024",46354.79,46498.14,41903.77,2619.18,2710.42,2460.93,1.0003,1.0004,0.9988,99.91,100.25,88.31,0.582134,0.587702,0.536105,308.63,312.69,290.74
"Jan 11, 2024",46656.07,48969.37,45678.64,2584.17,2687.78,2567.99,1.0003,1.0011,0.9991,102.1,106.94,98.41,0.566617,0.615794,0.562519,305.22,316.72,302.65
"Jan 10, 2024",46121.54,47647.22,44483.15,2344.92,2626.98,2341.94,1.0002,1.0011,0.9997,99.38,105.08,92.56,0.511591,0.587178,0.494356,300.98,309.6,290.12
"Jan 9, 2024",46987.64,47893.70,45244.71,2332.87,2369.64,2243.22,1.0008,1.0010,0.9994,97.82,103.8,95.89,0.541072,0.542585,0.498998,304.48,306.67,296.52
"Jan 8, 2024",43948.71,47218.00,43244.08,2222.86,2358.82,2171.99,1.0007,1.0014,1.0002,89.28,99.76,85.65,0.494223,0.542902,0.468186,302.9,308.28,290.88
"Jan 7, 2024",43998.46,44495.57,43662.23,2242.01,2257.13,2211.56,1.0005,1.0012,1.0002,93.86,96.69,88.22,0.523169,0.529506,0.490306,307.79,309.88,301.09
"Jan 6, 2024",44178.95,44227.63,43475.16,2269.54,2271.36,2219.78,1.0009,1.0014,1.0003,99.99,100.04,92.02,0.541309,0.542212,0.509535,317.5,317.83,301.4
"Jan 5, 2024",44192.98,44353.29,42784.72,2269.41,2276.76,2209.54,1.0009,1.0016,1.0004,105.05,105.24,95.94,0.570543,0.572709,0.526672,323.62,327.04,310.65
"Jan 4, 2024",42855.82,44770.02,42675.18,2210.53,2294.61,2204.87,1.0004,1.0018,1.0004,98.59,107.98,97.11,0.557277,0.577765,0.552852,316.62,323.82,312.15
"Jan 3, 2024",44961.60,45503.24,40813.54,2355.98,2385.12,2113.93,1.0004,1.0036,1.0002,106.62,109.85,92.92,0.605669,0.617962,0.525139,312.15,332.75,301.42
"Jan 2, 2024",44187.14,45899.71,44176.95,2352.59,2431.21,2348.89,1.0003,1.0014,1.0001,109.55,116.88,106.39,0.623141,0.636704,0.603568,314.27,320.93,308.35
"Jan 1, 2024",42280.23,44175.44,42214.98,2282.87,2352.33,2267.02,0.9999,1.0007,0.9996,101.51,109.51,101.51,0.594187,0.623812,0.592739,312.39,315.75,308.1
